"id","node","complex_id","rows","columns","description","type","ref1","ref_id","question","created_at","created_by","updated_at","updated_by","active","project_id"
"8034","251","3","3","5","""- Moderate impact with long term recovery
- Regional media
- Official letter complaint
- Non-compliance with laws/articles of association""","1","Critical","","1","2016-02-04 11:56:22","1","2016-02-04 11:56:23","","1","148"
"8035","251","3","4","5","#C00000","5","Critical","61","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8036","251","3","3","6","""- Loss time injury
- Medium health effect
- Long-term morale impact""","1","Critical","","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8037","251","3","","4","Environment","6","Critical","39","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8038","251","3","5","1","#FFC000","5","Critical","62","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8039","251","3","","5","""(Community, Reputation, 
Customer, Law &Regulation)""","6","Critical","40","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8040","251","3","4","1","30 - <300 M","1","Critical","","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8041","251","3","4","","Low likelihood","2","Critical","","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8042","251","3","5","2","#FFC000","5","Critical","63","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8043","251","3","4","2","10 - <100 M","1","Critical","","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8044","251","3","","6","(Safety, Health, Morale)","6","Critical","41","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8045","251","3","5","3","#FF0000","5","Critical","64","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8046","251","3","4","3","1 - <10 M","1","Critical","","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8047","251","3","5","","Moderate","2","Critical","","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8048","251","3","5","4","#C00000","5","Critical","65","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8049","251","3","4","4","Major Effect","1","Critical","","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8050","251","3","5","5","#C00000","5","Critical","66","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8051","251","3","4","5","""- Major impact with national concern
- National media
- Customer less purchase
- Violate the laws/ articles of association.
""","1","Critical","","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8052","251","3","4","6","""- Single fatality or Permanent total disabilities
- High health effect
- Protesters rally or official complaint""","1","Critical","","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8053","251","3","6","","Medium","2","Critical","","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8054","251","3","5","1",">300 M","1","Critical","","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8055","251","3","5","2",">100 M","1","Critical","","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8056","251","3","5","3",">10 M","1","Critical","","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8057","251","3","1","","2","4","Critical","31","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8058","251","3","5","4","Massive Effect","1","Critical","","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8059","251","3","7","","Moderately High","2","Critical","","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8060","251","3","2","","4","4","Critical","32","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8061","251","3","8","","High","2","Critical","","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8062","251","3","3","","6","4","Critical","33","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8063","251","3","4","","8","4","Critical","34","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8064","251","3","5","5","""- Massive impact with international concern
- International media
- Customer stop purchase
- Violate the laws/ articles of association, and/or subject to order to dissolve the company
""","1","Critical","","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8065","251","3","5","","10","4","Critical","35","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8066","251","3","5","6","""-  Many fatalities
- High health effect
- Employees or Contractors strike""","1","Critical","","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8067","251","3","9","","Very High","2","Critical","","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8068","251","3","10","","Extremely Likely","2","Critical","","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8069","260","1","1","1","#C00000","5","Non-Critical","208","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8070","260","1","","1","1-20","7","Critical","245","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8071","260","1","","2","21-40","7","Critical","246","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8072","260","1","1","2","","5","","209","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8073","260","1","","3","41-60","7","Critical","247","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8074","260","1","1","3","","5","","210","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8075","260","1","","4","61-80","7","Critical","248","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8076","260","1","1","4","","5","","211","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8077","260","1","","5","81-100","7","Critical","249","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8078","260","1","1","5","","5","","212","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8079","260","1","2","1","","5","","213","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8080","260","1","2","2","","5","","214","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8081","260","1","2","3","","5","","215","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8082","260","1","2","4","","5","","216","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8083","260","1","2","5","","5","","217","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8084","260","1","3","1","","5","","218","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8085","260","1","3","2","","5","","219","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8086","260","1","3","3","","5","","220","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8087","260","1","3","4","","5","","221","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8088","260","1","3","5","","5","","222","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8089","260","1","4","1","","5","","223","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8090","260","1","4","2","","5","","224","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8091","260","1","","1","GPC
(THB)""","6","Critical","202","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8092","260","1","4","3","","5","","225","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8093","260","1","","4","Environment","6","Critical","205","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8094","260","1","4","4","","5","","226","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8095","260","1","","5","""(Community, Reputation, 
Customer, Law &Regulation)""","6","Critical","206","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8096","260","1","4","5","","5","","227","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8097","260","1","","6","(Safety, Health, Morale)","6","Critical","207","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8098","260","1","5","1","","5","","228","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8099","260","1","5","2","","5","","229","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8100","260","1","5","3","","5","","230","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8101","260","1","5","4","","5","","231","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8102","260","1","5","5","","5","","232","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8103","260","1","1","","2","4","Critical","197","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8104","260","1","2","","4","4","Critical","198","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8105","260","1","3","","6","4","Critical","199","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8106","260","1","4","","8","4","Critical","200","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8107","260","1","5","","10","4","Critical","201","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8108","259","2","1","1","","5","","125","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8109","259","2","1","2","","5","","126","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8110","259","2","1","3","","5","","127","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8111","259","2","1","4","","5","","128","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8112","259","2","","1","1-20","7","Critical","162","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8113","259","2","1","5","","5","","129","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8114","259","2","","2","21-40","7","Critical","163","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8115","259","2","2","1","#00B050","5","Critical","130","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8116","259","2","","3","41-60","7","Critical","164","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8117","259","2","2","2","","5","","131","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8118","259","2","","4","61-80","7","Critical","165","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8119","259","2","2","3","","5","","132","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8120","259","2","","5","81-100","7","Critical","166","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8121","259","2","2","4","","5","","133","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8122","259","2","2","5","","5","","134","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8123","259","2","3","1","","5","","135","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8124","259","2","3","2","","5","","136","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8125","259","2","3","3","","5","","137","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8126","259","2","3","4","","5","","138","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8127","259","2","3","5","","5","","139","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8128","259","2","4","1","","5","","140","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8129","259","2","4","2","","5","","141","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8130","259","2","4","3","","5","","142","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8131","259","2","","1","GPC
(THB)""","6","Critical","119","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8132","259","2","4","4","","5","","143","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8133","259","2","","4","Environment","6","Critical","122","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8134","259","2","4","5","","5","","144","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8135","259","2","","5","""(Community, Reputation, 
Customer, Law &Regulation)""","6","Critical","123","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8136","259","2","5","1","","5","","145","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8137","259","2","","6","(Safety, Health, Morale)","6","Critical","124","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8138","259","2","5","2","","5","","146","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8139","259","2","5","3","","5","","147","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8140","259","2","5","4","","5","","148","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8141","259","2","5","5","","5","","149","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8142","259","2","1","","2","4","Critical","114","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8143","259","2","2","","4","4","Critical","115","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8144","259","2","3","","6","4","Critical","116","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8145","259","2","4","","8","4","Critical","117","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
"8146","259","2","5","","10","4","Critical","118","1","2016-02-04 11:56:23","1","2016-02-04 11:56:23","","1","148"
